Segment,Sex,#,city,run_frequency,where_run_1,where_run_2,where_run_3,where_run_4,running_experience,why_run_1,why_run_2,why_run_3,why_run_4,why_run_5,why_run_6,why_run_7,why_run_8,why_run_9,why_run_10,why_run_11,why_run_12,why_run_13,why_run_14,why_run_15,interest_buy_shoes_1,interest_buy_shoes_2,interest_buy_shoes_3,interest_buy_shoes_4,interest_buy_shoes_5,interest_buy_shoes_6,type_shoes,three_words_1,three_words_2,three_words_3,expected_spending,difference_easy_to_tell,difference_running_shoes_trainers_1,difference_running_shoes_trainers_2,difference_running_shoes_trainers_3,difference_running_shoes_trainers_4,difference_running_shoes_trainers_5,difference_running_shoes_trainers_6,difference_running_shoes_trainers_7,difference_running_shoes_trainers_8,confidence_right_shoes,more_confident_if_1,more_confident_if_2,more_confident_if_3,more_confident_if_4,more_confident_if_5,more_confident_if_6,more_confident_if_7,more_confident_if_8,more_confident_if_9,more_confident_if_10,know_which_features, most_important_choosing_1, most_important_choosing_2, most_important_choosing_3, most_important_choosing_4, most_important_choosing_5, most_important_choosing_6, most_important_choosing_7, most_important_choosing_8, most_important_choosing_9, most_important_choosing_10, most_important_choosing_11,too_expensive,is_a_hassle,need_expert_advice,benefits_over_trainers,thanks,Score,Start Date (UTC),Submit Date (UTC),Network ID
Young Professional,Male,lqv1txgibrva7flqv1tpo6jhc4226r3a,Paris,3 to 4 times a week,,Road,,,Intermediate,It helps me keep my mind and body in shape.,,,,,,,,,,,,,,,,,I need to replace old shoes.,,,,Running Shoes,Lightweight,Comfortable,Fast,Between 50 and 100 €,Agree,,,,Technology,,,,,Agree,,,,I had a positive shopping experience this brand in the past,It was clear that they corresponded best to my needs,,I knew they were the most comfortable / provided the best footwear,,,,Agree,,,,,Lightness,,Bounce and cushioning,,Fit and comfort,,,Agree,Agree,Agree,Totally Agree,0,0,20/02/2020 05:20,20/02/2020 05:24,b589de464b
Young Professional,Male,0w8z87wl8qqkxdrvbko2lj0w8z871qzo,Chaudron en Mauges,3 to 4 times a week,,,Trail,,Intermediate,It helps me keep my mind and body in shape.,,I like to measure myself against others.,,,,,,,,I love discovering new environments.,,,,I like to improve myself and learn new skills.,,I plan to run more often.,I need to replace old shoes.,I want to race.,,,Sport shoes,Pleasant,Resistant,Breathable,Between 50 and 100 €,Agree,,,Durability,Technology,Footwear / Comfort,Price,,,Disagree,,I knew they were good value for money,,I had a positive shopping experience this brand in the past,,,,,I knew they were best suited to help me achieve my goals,,Neither agree nor disagree,,,Durability,Shock absorption,,,,Price,,,,Agree,Agree,Agree,Disagree,1,0,19/02/2020 23:26,19/02/2020 23:30,54b2a9d591
Young Professional,Male,j0j0qzyykz0hd0tlqwj0j0qncc4mq4qi,Nantes,3 to 4 times a week,,Road,Trail,Track,Intermediate,It helps me keep my mind and body in shape.,This helps me to avoid getting sick and staying healthy.,,This helps me to improve my sex life.,"This helps me to focus on my diet, my nutrition and my hydration.",This helps me feel confident (e) and stronger (e).,,This helps me to improve my physical appearance.,,,,,,,,"I want to improve my performance (eg. Speed, distance, endurance).",I plan to run more often.,I need to replace old shoes.,,"I set myself a goal of health, eg. losing weight.",,Running Shoes,Comfortable,Limiting,Shocks,Between 150 and 200 €,not agree at all,,,,Technology,Footwear / Comfort,,"Benefits (eg. Speed, movement and comfort)",,Disagree,,,I knew other people like me had bought them,,It was clear that they corresponded best to my needs,,,,,My sister gave me the,Disagree,,Protection against injuries,,Shock absorption,,,Bounce and cushioning,,,,,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,1,0,19/02/2020 23:09,19/02/2020 23:16,f86f336ac9
Young Professional,Male,448pwp71homffhh8ie54x448pwp79t40,Paris,1 to 2 times per week,,Road,,,Intermediate,It helps me keep my mind and body in shape.,This helps me to avoid getting sick and staying healthy.,,,"This helps me to focus on my diet, my nutrition and my hydration.",,This helps me to maintain a relationship with a loved one.,This helps me to improve my physical appearance.,,,,,,,,"I want to improve my performance (eg. Speed, distance, endurance).",I plan to run more often.,I need to replace old shoes.,,"I set myself a goal of health, eg. losing weight.",,Running Shoes,Comfortable,Beautiful,Light,Between 100 and 150 €,Agree,,,,,,,,I am not sure),Disagree,,I knew they were good value for money,,,,I had seen advertising / promotions / consumer reviews,,,I knew they were best suited to help me achieve my goals,,Agree,,,,,Lightness,Maintenance / anti-pronation,Bounce and cushioning,,,,,Disagree,Neither agree nor disagree,Totally Agree,Disagree,1,0,19/02/2020 22:26,19/02/2020 22:32,4b81ece3e6
Young Professional,Male,unynb95v0g139mstjunysjrdfnmhoz15,CAEN,1 to 2 times per week,Sports Hall,Road,Trail,,Intermediate,It helps me keep my mind and body in shape.,,I like to measure myself against others.,,,This helps me feel confident (e) and stronger (e).,,This helps me to improve my physical appearance.,,,,This allows me to spend time with friends.,,,I like to improve myself and learn new skills.,"I want to improve my performance (eg. Speed, distance, endurance).",,I need to replace old shoes.,,"I set myself a goal of health, eg. losing weight.",,Sport shoes,Comfort,,,Between 100 and 150 €,Totally Agree,Design / Style,,,Technology,Footwear / Comfort,Price,,,Totally Agree,,,,I had a positive shopping experience this brand in the past,It was clear that they corresponded best to my needs,,,,I knew they were best suited to help me achieve my goals,,Totally Agree,,,Durability,Shock absorption,,,,,Fit and comfort,,,Agree,Neither agree nor disagree,Agree,Agree,1,0,19/02/2020 20:34,19/02/2020 20:39,12cef40d29
Young Professional,Male,j02vt5sf9ioea0tho7q5nbj02vt5slcz,Lyon,1 to 2 times per week,,Road,Trail,,Intermediate,It helps me keep my mind and body in shape.,,,This helps me to improve my sex life.,,,,,,,,,,,I like to improve myself and learn new skills.,,,,I want to race.,,,Running Shoes,Cushioning,,,Between 100 and 150 €,Totally Agree,,,,Technology,,,"Benefits (eg. Speed, movement and comfort)",,Agree,,I knew they were good value for money,,,It was clear that they corresponded best to my needs,,,,I knew they were best suited to help me achieve my goals,,Agree,,,,,,Maintenance / anti-pronation,Bounce and cushioning,,,Adaptation to a given surface (eg. Track rather than road),,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Totally Agree,1,0,19/02/2020 20:07,19/02/2020 20:12,a97200d356
Young Professional,Male,f5ygmj2280742gpjpwf5ygm7tp5d1357,Antony,3 to 4 times a week,,Road,Trail,,Intermediate,It helps me keep my mind and body in shape.,,,,,,,This helps me to improve my physical appearance.,,,I love discovering new environments.,,,,I like to improve myself and learn new skills.,,,I need to replace old shoes.,I want to race.,,,Running Shoes,Comfortable,Sturdy,Lightweight,Between 100 and 150 €,Totally Agree,,,Durability,Technology,Footwear / Comfort,,,,Agree,,I knew they were good value for money,,I had a positive shopping experience this brand in the past,It was clear that they corresponded best to my needs,,,,,,Disagree,,,Durability,,,,,,Fit and comfort,Adaptation to a given surface (eg. Track rather than road),,Neither agree nor disagree,Disagree,Agree,Agree,1,0,19/02/2020 18:37,19/02/2020 18:40,463fe66f7b
Young Professional,Male,l46njoribllo4izdd2l46njbvwqopa44,Troyes,1 to 2 times per week,,,Trail,,Intermediate,It helps me keep my mind and body in shape.,,,,,,,,,,,,,,,,,I need to replace old shoes.,,,,Running Shoes,Cushioning,Reactivated,Comfort,Between 100 and 150 €,Disagree,,,Durability,Technology,Footwear / Comfort,,"Benefits (eg. Speed, movement and comfort)",,Disagree,,I knew they were good value for money,,,It was clear that they corresponded best to my needs,,,,I knew they were best suited to help me achieve my goals,,Neither agree nor disagree,,,,,Lightness,,Bounce and cushioning,Price,,,,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,1,0,19/02/2020 18:00,19/02/2020 18:07,53f10f7a77
Young Professional,Male,4bpydnv9j2mstupf74bpyxscbs6fzkoz,Meythet,3 to 4 times a week,,Road,,,Intermediate,,,,,,,,This helps me to improve my physical appearance.,,,,,,,,"I want to improve my performance (eg. Speed, distance, endurance).",,,,,,Running Shoes,Cushioning,Comfortable,Flexibility,Between 100 and 150 €,not agree at all,,,,Technology,,,,,Disagree,I saw a respected professional adopt the,,,,,I had seen advertising / promotions / consumer reviews,,,I knew they were best suited to help me achieve my goals,,Neither agree nor disagree,,Protection against injuries,,,,,Bounce and cushioning,,Fit and comfort,,,Agree,Totally Agree,Totally Agree,Neither agree nor disagree,1,0,19/02/2020 16:29,19/02/2020 17:56,1ec13538b1
Young Professional,Male,bq6ub49jwf99120hz0qbq6yfd54t6eq8,The rocket siagne,1 to 2 times per week,,Road,Trail,,Intermediate,It helps me keep my mind and body in shape.,,,,,,,,,,,,,,,,I plan to run more often.,,,"I set myself a goal of health, eg. losing weight.",,Running Shoes,Road,,,Between 100 and 150 €,Agree,,,Durability,Technology,,Price,"Benefits (eg. Speed, movement and comfort)",,Neither agree nor disagree,,I knew they were good value for money,,,It was clear that they corresponded best to my needs,,,,I knew they were best suited to help me achieve my goals,,Neither agree nor disagree,,,,Shock absorption,,,Bounce and cushioning,,,Adaptation to a given surface (eg. Track rather than road),,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,1,0,19/02/2020 17:14,19/02/2020 17:18,9b247f1b73
Young Professional,Male,a37jysruzb8xnjacknara37jysruglbn,lyon,5 times a week or more,Sports Hall,Road,Trail,Track,Advanced,It helps me keep my mind and body in shape.,,I like to measure myself against others.,,,This helps me feel confident (e) and stronger (e).,,,,,I love discovering new environments.,,,,I like to improve myself and learn new skills.,"I want to improve my performance (eg. Speed, distance, endurance).",,,,,,Running Shoes,Flexibility,Steep,Drop,Between 150 and 200 €,Totally Agree,,,,,,,"Benefits (eg. Speed, movement and comfort)",,Totally Agree,,,,,,,I knew they were the most comfortable / provided the best footwear,,I knew they were best suited to help me achieve my goals,test first,Totally Agree,,,,,Lightness,,Bounce and cushioning,,,Adaptation to a given surface (eg. Track rather than road),,Agree,not agree at all,Neither agree nor disagree,Totally Agree,1,0,19/02/2020 15:35,19/02/2020 15:39,d3992880c0
Young Professional,Male,hjw6eg3x166dqhjww83eyye6p3bfw83e,Parisian,I do not practice running,,,,Track,Beginner,,,,,,,,,,,I love discovering new environments.,,,,,,,,I want to race.,,,Sport shoes,Beautiful,Light,,Between 50 and 100 €,Totally Agree,,,,,,,"Benefits (eg. Speed, movement and comfort)",,Totally Agree,,,,,,I had seen advertising / promotions / consumer reviews,I knew they were the most comfortable / provided the best footwear,,I knew they were best suited to help me achieve my goals,,Totally Agree,Color / Design,,,,Lightness,,,Price,,,,not agree at all,Totally Agree,Totally Agree,Totally Agree,1,0,19/02/2020 14:33,19/02/2020 14:40,363c7d60a7
Young Professional,Male,nscxrlgty7nscxro3gl5lme79lhcs6if,Éguilles,1 to 2 times per week,,Road,,Track,Intermediate,It helps me keep my mind and body in shape.,This helps me to avoid getting sick and staying healthy.,I like to measure myself against others.,,,,,,,,,,,,I like to improve myself and learn new skills.,,I plan to run more often.,I need to replace old shoes.,,,,Running Shoes,Comfortable,,,Between 50 and 100 €,Agree,,,Durability,Technology,,Price,"Benefits (eg. Speed, movement and comfort)",,Neither agree nor disagree,,I knew they were good value for money,I knew other people like me had bought them,,,,,,I knew they were best suited to help me achieve my goals,,Neither agree nor disagree,,Protection against injuries,,Shock absorption,,,,Price,,,,Agree,Agree,Totally Agree,Neither agree nor disagree,1,0,19/02/2020 12:35,19/02/2020 12:40,170434b724
Young Professional,Male,isk8jbu0jslypxbisk8jutcump0do5s2,Dijon,3 to 4 times a week,Sports Hall,Road,Trail,Track,Advanced,,This helps me to avoid getting sick and staying healthy.,,,,,,This helps me to improve my physical appearance.,,,,,,,,,,I need to replace old shoes.,,,,Running Shoes,Comfort,Strong,Powerful,Between 100 and 150 €,Agree,Design / Style,,,,,,,,Agree,,I knew they were good value for money,,,It was clear that they corresponded best to my needs,,,,I knew they were best suited to help me achieve my goals,,Agree,,Protection against injuries,,,,,Bounce and cushioning,,Fit and comfort,,,Agree,Agree,Agree,Agree,1,0,19/02/2020 09:06,19/02/2020 09:11,76444150b9
Young Professional,Male,1m9t1vuaflvmzksgwc9b1m9t17t29pbr,Lille,3 to 4 times a week,,Road,,,Advanced,,This helps me to avoid getting sick and staying healthy.,,,,This helps me feel confident (e) and stronger (e).,,,,,,,,,I like to improve myself and learn new skills.,,,I need to replace old shoes.,,,,Running Shoes,Comfort,Natural,Stride,Between 100 and 150 €,Agree,,,,Technology,,,"Benefits (eg. Speed, movement and comfort)",,Agree,,,I knew other people like me had bought them,I had a positive shopping experience this brand in the past,,I had seen advertising / promotions / consumer reviews,,,,,Totally Agree,,,Durability,,,,Bounce and cushioning,,,Adaptation to a given surface (eg. Track rather than road),,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,1,0,19/02/2020 06:54,19/02/2020 07:45,515285c36b
Young Professional,Male,l3jcs9qg7tzp5ayei0jl3j1hjggu3col,Paris,3 to 4 times a week,,Road,,,Intermediate,It helps me keep my mind and body in shape.,,,,,,,,,,,,,,,"I want to improve my performance (eg. Speed, distance, endurance).",,,,,,Running Shoes,Comfortable,Efficient,Airy,Between 50 and 100 €,Neither agree nor disagree,,,,,,,"Benefits (eg. Speed, movement and comfort)",,Neither agree nor disagree,,I knew they were good value for money,,I had a positive shopping experience this brand in the past,,,,,I knew they were best suited to help me achieve my goals,,Agree,,,,Shock absorption,,,,Price,,Adaptation to a given surface (eg. Track rather than road),,Neither agree nor disagree,Disagree,Agree,Agree,1,0,19/02/2020 07:00,19/02/2020 07:06,fa627c80fb
Young Professional,Male,8olqjiqf8ybkuh4ed59wc8olqjiqf9fk,Rambouillet,1 to 2 times per week,,Road,Trail,,Intermediate,It helps me keep my mind and body in shape.,This helps me to avoid getting sick and staying healthy.,I like to measure myself against others.,,,,,This helps me to improve my physical appearance.,,,I love discovering new environments.,,,,I like to improve myself and learn new skills.,,,I need to replace old shoes.,,,,Running Shoes,Comfortable,,,Between 50 and 100 €,Totally Agree,,,,,Footwear / Comfort,,,,Agree,,,,I had a positive shopping experience this brand in the past,,,I knew they were the most comfortable / provided the best footwear,,I knew they were best suited to help me achieve my goals,,Totally Agree,,,,Shock absorption,,,,Price,,Adaptation to a given surface (eg. Track rather than road),,Neither agree nor disagree,Neither agree nor disagree,Disagree,Totally Agree,1,0,18/02/2020 23:03,18/02/2020 23:08,09e950a63d
Young Professional,Male,9yt2zoppmqmlvng5brj9yt2zo94o79jm,Gommecourt,3 to 4 times a week,,Road,,Track,Intermediate,It helps me keep my mind and body in shape.,This helps me to avoid getting sick and staying healthy.,I like to measure myself against others.,,,,,,,"I like to collect new equipment, clothes, shoes, etc.",,This allows me to spend time with friends.,,,I like to improve myself and learn new skills.,"I want to improve my performance (eg. Speed, distance, endurance).",,I need to replace old shoes.,I want to race.,,,Running Shoes,Lightness,Comfort,Cushioning,Between 100 and 150 €,Agree,Design / Style,,,Technology,Footwear / Comfort,,,,Agree,,,,I had a positive shopping experience this brand in the past,It was clear that they corresponded best to my needs,,,,I knew they were best suited to help me achieve my goals,,Agree,,,,,Lightness,,Bounce and cushioning,Price,,,,Totally Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,1,0,18/02/2020 21:49,18/02/2020 21:54,a5dfa7848d
Young Professional,Male,nykqakdhuegt19e7mnykq02hletfs4qs,Cormeilles-en-Parisis,3 to 4 times a week,,Road,,Track,Advanced,It helps me keep my mind and body in shape.,,,,,This helps me feel confident (e) and stronger (e).,,,,,,,,,I like to improve myself and learn new skills.,"I want to improve my performance (eg. Speed, distance, endurance).",,,I want to race.,,,Running Shoes,Comfortable,Light,Dynamics,Between 100 and 150 €,Totally Agree,Design / Style,,,Technology,Footwear / Comfort,,"Benefits (eg. Speed, movement and comfort)",,Totally Agree,,,,I had a positive shopping experience this brand in the past,It was clear that they corresponded best to my needs,,,,I knew they were best suited to help me achieve my goals,,Totally Agree,Color / Design,,,,,Maintenance / anti-pronation,,,Fit and comfort,,,Agree,Neither agree nor disagree,Totally Agree,Totally Agree,0,0,18/02/2020 20:59,18/02/2020 21:07,91a006cc69
